Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
H2730,חָרֵד,"chared (khaw-rade') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H2731,חֲרָדָה,"fear",,చెవి,Hebrew,Old Testament
H2732,חֲרָדָה,"Charadah (khar-aw-daw') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H2733,חֲרוֹדִי,"a Charodite",,ఒక చరోడీట్,Hebrew,Old Testament
H2734,חָרָה,"charah (khaw-raw') v.",,కోపము మండు,Hebrew,Old Testament
H2735,חוֹר הַגִּדגָּד,"Chor hag-Gidgad (khore hag-ghid-gawd') n/l.",,ఖోర్ హగ్-గిడ్గడ్,Hebrew,Old Testament
H2736,חַרהֲיָה,"Charhayah (khar-hah-yaw') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2737,חָרוּז,"(properly) pierced",,సరిగా కుట్టిన,Hebrew,Old Testament
H2738,חָרוּל חָרוּל,"(properly) pointed",,సరిగా సూచించిన,Hebrew,Old Testament
H2739,חֲרוּמַף,"charuwmaph (khar-oo-maf') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2740,חָרוֹן חָרוֹן,"a burning of anger",,కోపం యొక్క మంట,Hebrew,Old Testament
H2741,חֲרוּפִי,"a Charuphite or inhabitant of Charuph (or Chariph)",,ఒక చరుఫైట్ లేదా చరుఫ్ లేదా చారిఫ్ నివాసి,Hebrew,Old Testament
H2742,חָרוּץ חָרוּץ,"charuwts (khaw-roots') (or charuts khaw-roots') prt.",,అర్థం తెలియదు,Hebrew,Old Testament
H2743,חָרוּץ,"Charuwts (khaw-roots') n/p.",,ఖరూట్స్,Hebrew,Old Testament
H2744,חַרחוּר,"Charchuwr (khar-khoor') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2745,חַרחַס,"Charchac (khar-khas') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2746,חַרחוּר,"fever (as hot)",,వేడి జ్వరం,Hebrew,Old Testament
H2747,חֶרֶט,"a chisel or graver",,ఒక ఉలి లేదా చెక్కుడు పనిముట్టు,Hebrew,Old Testament
H2748,חַרטּוֹם,"a horoscopist (as drawing magical lines or circles)",,మాయ గీతలు గీసే జాతకాలను చూసేవాడు,Hebrew,Old Testament
H2749,חַרטּוֹם,"magician",,మాంత్రికుడు,Hebrew,Old Testament
H2750,חֳרִי,"a burning (i.e. intense) anger",,పది,Hebrew,Old Testament
H2751,חוֹרִי,"white bread",,రొట్టె,Hebrew,Old Testament
H2752,חוֹרִי,"cave-dweller or troglodyte",,బావి,Hebrew,Old Testament
H2753,חוֹרִי חוֹרִי,"Choriy (kho-ree') (or Chowriy kho-ree') n/p.",,హోరీ,Hebrew,Old Testament
H2754,חָרִיטּ חָרִט,"(properly) cut out (or hollow)",,సరిగా కత్తిరించిన లేదా బోలుగా ఉన్న,Hebrew,Old Testament
H2755,חֲרֵי ־ יוֹנִים חֲרָאיוֹן,"excrements of doves",,పావురాల విసర్జన,Hebrew,Old Testament
H2756,חָרִיף,"Chariyph (khaw-reef') n/p.",,చారియఫ్,Hebrew,Old Testament
H2757,חָרִיצּ חָרִץ,"(properly) incisure or (passively) incised",,సరిగా చేసిన కోత లేదా నిష్క్రియంగా కోయబడినది,Hebrew,Old Testament
H2758,חָרִישׁ,"ploughing or its season",,కుమారుడు,Hebrew,Old Testament
H2759,חֲרִישִׁי,"chariyshiy (khar-ee-shee') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H2760,חָרַך,"charak (khaw-rak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2761,חֲרַך,"charak (khar-ak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2762,חֶרֶך,"(properly) a net",,సరిగా ఒక వల,Hebrew,Old Testament
H2763,חָרַם,"charam (khaw-ram') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2764,חֵרֶם חֶרֶם,"physical (as shutting in) a net (either literally or figuratively)",,అర్థం తెలియదు,Hebrew,Old Testament
H2765,חֳרֵם,"Chorem (khor-ame') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H2766,חָרִם,"Charim (khaw-reem') n/p.",ఖారర్,కాల్చు,Hebrew,Old Testament
H2767,חָרמָה,"Chormah (khor-maw') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H2768,חֶרמוֹן,"Chermown (kher-mone') n/p.",,ఒకటి,Hebrew,Old Testament
H2769,חֶרמוֹנִים,"Chermowniym (kher-mo-neem') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2770,חֶרמֵשׁ,"a sickle (as cutting)",,కొడవలి,Hebrew,Old Testament
H2771,חָרָן,"Charan (kaw-rawn') n/l.",,హారాను,Hebrew,Old Testament
H2772,חוֹרוֹנִי,"a Choronite or inhabitant of Choronaim",,అర్థం తెలియదు,Hebrew,Old Testament
H2773,חוֹרוֹנַיִם,"Choronayim (kho-ro-nah'-yim) n/p.",,ఖొరొనాయిమ్,Hebrew,Old Testament
H2774,חַרנֶפֶר,"Charnepher (khar-neh'fer) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2775,חֶרֶס חַרסָה,"the itch",,దురద,Hebrew,Old Testament
H2776,חֶרֶס,"Cherec (kheh'-res) n/l.",,ఖెరెకు,Hebrew,Old Testament
H2777,חַרסוּת,"a potsherd",,పెంకు,Hebrew,Old Testament
H2778,חָרַף,"charaph. (khaw-raf') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2779,חוֹרֶף,"(properly) the crop gathered",,కోత,Hebrew,Old Testament
H2780,חָרֵף,"Chareph (khaw-rafe') n/p.",,ఖారెఫ్,Hebrew,Old Testament
H2781,חֶרפָּה,"contumely",,అసభ్యత,Hebrew,Old Testament
H2782,חָרַץ,"charats (khaw-rats') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2783,חֲרַץ,"the loin (as the seat of strength)",,సముద్రం,Hebrew,Old Testament
H2784,חַרצּוּבָּה,"a fetter",,సంకెళ్లు,Hebrew,Old Testament
H2785,חַרצַּן,"a sour grape (as sharp in taste)",,పుల్లని ద్రాక్ష,Hebrew,Old Testament
H2786,חָרַק,"charaq (khaw-rak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2787,חָרַר,"charar (khaw-rar') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2788,חָרֵר,"arid",,శుష్కమైన,Hebrew,Old Testament
H2789,חֶרֶשׂ,"a piece of pottery",,కుండ పెంకు,Hebrew,Old Testament
H2790,חָרַשׁ,"charash (khaw-rash') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2791,חֶרֶשׁ,"cheresh (kheh'-resh) adv.",,అర్థం తెలియదు,Hebrew,Old Testament
H2792,חֶרֶשׁ,"Cheresh (kheh'-resh) n/p.",,ఖెరెషు,Hebrew,Old Testament
H2793,חוֹרֶשׁ,"a forest (perhaps as furnishing the material for fabric)",,అడవి,Hebrew,Old Testament
H2794,חוֹרֵשׁ,"a fabricator or mechanic",,వడ్రంగి,Hebrew,Old Testament
H2795,חֵרֵשׁ,"cheresh (khay-rashe') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H2796,חָרָשׁ,"a fabricator or any material",,వడ్రంగి,Hebrew,Old Testament
H2797,חַרשָׁא,"Charsha' (khar-shaw') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2798,חֲרָשִׁים,"Charashiym (khar-aw-sheem') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2799,חֲרוֹשֶׁת,"mechanical work",,యాంత్రిక పని,Hebrew,Old Testament
H2800,חֲרוֹשֶׁת,"Charosheth (khar-o'-sheth) n/l.",,ఖరోషేతు,Hebrew,Old Testament
H2801,חָרַת,"charath (khaw-rath') v.",,కొట్టు,Hebrew,Old Testament
H2802,חֶרֶת,"Chereth (kheh'-reth) n/l.",,కెరెతు,Hebrew,Old Testament
H2803,חָשַׁב,"chashab (khaw-shab') v.",,తలంచు,Hebrew,Old Testament
H2804,חֲשַׁב,"chashab (khash-ab') v.",,తలంచు,Hebrew,Old Testament
H2805,חֵשֶׁב,"a belt or strap (as being interlaced)",,ఒక బెల్టు లేదా పట్టీ అల్లుకున్నట్లు,Hebrew,Old Testament
H2806,חַשׁבַּדָּנָה,"Chashbaddanah (khash-bad-daw'-naw) n/p.",,హష్‌బద్ధానా,Hebrew,Old Testament
H2807,חֲשׁוּבָה,"Chashubah (khash-oo-baw') n/p.",,హషూబా,Hebrew,Old Testament
H2808,חֶשׁבּוֹן,"(properly) contrivance",,సరిగా యుక్తి,Hebrew,Old Testament
H2809,חֶשׁבּוֹן,"Cheshbown (khesh-bone') n/l.",,ఒకటి,Hebrew,Old Testament
H2810,חִשָּׁבוֹן,"a contrivance",,ఒక యుక్తి,Hebrew,Old Testament
H2811,חֲשַׁביָה חֲשַׁביָהוּ,"Chashabyah (khash-ab-yaw') (or Chashabyahuw khash-ab-yaw'-hoo) n/p.",,హషబ్యా,Hebrew,Old Testament
H2812,חֲשַׁבנָה,"Chashabnah (khash-ab-naw') n/p.",,హషబ్నా,Hebrew,Old Testament
H2813,חֲשַׁבנְיָה,"Chashabnyah (khash-ab-neh-yaw') n/p.",,హషబ్న్యా,Hebrew,Old Testament
H2814,חָשָׁה,"chashah (khaw-shaw') v.",,త్వరపడు,Hebrew,Old Testament
H2815,חַשּׁוּב,"Chashshuwb (khash-shoob') n/p.",,హష్షుబ్,Hebrew,Old Testament
H2816,חֲשׁוֹך,"the dark",,మందసం,Hebrew,Old Testament
H2817,חֲשׂוּפָא חֲשׂוּפָא,"Chasuwpha' (khas-oo-faw') (or Chasuphao khas-oo-faw') n/p.",,హసూఫా,Hebrew,Old Testament
H2818,חֲשַׁח,"chashach (khash-akh') v.",,చీకటిగా ఉండు,Hebrew,Old Testament
H2819,חַשׁחוּת,"necessity",,అవసరం,Hebrew,Old Testament
H2820,חָשַׂך,"chasak (khaw-sak') v.",,నిరాకరించు,Hebrew,Old Testament
H2821,חָשַׁך,"chashak (khaw-shak') v.",,అనురాగము చూపు,Hebrew,Old Testament
H2822,חוֹשֶׁך,"the dark",ఖొషెక్,చీకటి,Hebrew,Old Testament
H2823,חָשׁוֹך,"chashok (khaw-shoke') adj.",,అర్థం తెలియదు,Hebrew,Old Testament
H2824,חֶשׁכָּה,"darkness",,చీకటి,Hebrew,Old Testament
H2825,חֲשֵׁכָה חֲשֵׁיכָּה,"darkness",,చీకటి,Hebrew,Old Testament
H2826,חָשַׁל,"chashal (khaw-shal') v.",,బలహీనమగు,Hebrew,Old Testament
H2827,חֲשַׁל,"chashal (khash-al') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2828,חָשׁוּם,"Chashum (khaw-shoom') n/p.",,హాషుం,Hebrew,Old Testament
H2829,חֶשׁמוֹן,"Cheshmown (klesh-mone') n/l.",,ఒకటి,Hebrew,Old Testament
H2830,חַשׁמַל,"probably bronze or polished spectrum metal",,ఇత్తడి,Hebrew,Old Testament
H2831,חַשׁמַן,"apparently wealthy",,ధనవంతులుగా కనిపించే,Hebrew,Old Testament
H2832,חַשׁמוֹנָה,"Chashmonah (khash-mo-naw') n/l.",,హష్మోనా,Hebrew,Old Testament
H2833,חוֹשֶׁן,"perhaps a pocket (as holding the Urim and Thummim)",,పాత,Hebrew,Old Testament
H2834,חָשַׂף,"chasaph (khaw-saf') v.",,బట్టబయలు చేయు,Hebrew,Old Testament
H2835,חָשִׂף,"(properly) drawn off",,సరిగా తీసివేయబడింది,Hebrew,Old Testament
H2836,חָשַׁק,"chashaq (khaw-shak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2837,חֵשֶׁק,"delight",,వెలుగు,Hebrew,Old Testament
H2838,חָשׁוּק חָשׁוּק,"attached",,జోడించబడింది,Hebrew,Old Testament
H2839,חִשּׁוּק,"conjoined",,కలిపివేయబడిన,Hebrew,Old Testament
H2840,חִשּׁוּר,"combined",,కలిపిన,Hebrew,Old Testament
H2841,חַשׁרָה,"(properly) a combination or gathering",,జాతి,Hebrew,Old Testament
H2842,חָשַׁשׁ,"dry grass",,పొడి గడ్డి,Hebrew,Old Testament
H2843,חוּשָׁתִי,"a Chushathite or descendant of Chushah",,అంతం,Hebrew,Old Testament
H2844,חַת,"(concretely) crushed",,ఖచ్చితంగా నలిగిపోయింది,Hebrew,Old Testament
H2845,חֵת,"Cheth (khayth) n/p.",,హేతు,Hebrew,Old Testament
H2846,חָתָה,"chathah (khaw-thaw') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2847,חִתּתָּה,"fear",,చెవి,Hebrew,Old Testament
H2848,חִתּתּוּל,"swathed",,చుట్టబడిన,Hebrew,Old Testament
H2849,חַתחַת,"terror",,భీభత్సం,Hebrew,Old Testament
H2850,חִתּתִּי,"a Chittite",,హిత్తీయుడు,Hebrew,Old Testament
H2851,חִתּתִּיתּ,"fear",,చెవి,Hebrew,Old Testament
H2852,חָתַך,"chathak (khaw-thak') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2853,חָתַל,"chathal (khaw-thal') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2854,חֲתוּלָּה,"a swathing cloth (figuratively)",,చుట్టడానికి ఉపకరించే వస్త్రం,Hebrew,Old Testament
H2855,חֶתלוֹן,"Chethlon (kheth-lone') n/l.",,ఒకటి,Hebrew,Old Testament
H2856,חָתַם,"chatham (khaw-tham') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2857,חֲתַם,"chatham (khath-am') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2858,חוֹתֶמֶת,"a seal",,సముద్రం,Hebrew,Old Testament
H2859,חָתַן,"chathan (khaw-than') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2860,חָתָן,"a relative by marriage (especially through the bride)",,వియ్యంకుడు,Hebrew,Old Testament
H2861,חֲתוּנָּה,"a wedding",,వివాహం,Hebrew,Old Testament
H2862,חָתַף,"chathaph (khaw-thaf') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2863,חֶתֶף,"(properly) rapine",,సరిగ్గా దోపిడీ,Hebrew,Old Testament
H2864,חָתַר,"chathar (khaw-thar') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2865,חָתַת,"chathath (khaw-thath') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2866,חֲתַת,"dismay",,దిగులు,Hebrew,Old Testament
H2867,חֲתַת,"Chathath (khath-ath') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2868,טְּאֵב,"t'eb (teh-abe') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2869,טָּב,"good",,మంచి,Hebrew,Old Testament
H2870,טָּבאֵל,"tab'el (taw-beh-ale') n/p.",,అద్దం తెలియదు,Hebrew,Old Testament
H2871,טָּבוּל,"(properly) dyed",,సరిగ్గా రంగు వేయబడింది,Hebrew,Old Testament
H2872,טַּבּוּר,"(properly) accumulated",,సరిగ్గా పోగుచేయబడింది,Hebrew,Old Testament
H2873,טָּבַח,"tabach (taw-bakh') v.",,అర్థం తెలియదు,Hebrew,Old Testament
H2874,טֶּבַח,"(properly) something slaughtered",,సరిగ్గా వధించబడినది,Hebrew,Old Testament
H2875,טֶּבַח,"Tebach (teh'-bakh) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2876,טַּבָּח,"(properly) a butcher",,మాంసం కోసేవాడు,Hebrew,Old Testament
H2877,טַּבָּח,"a lifeguardsman",,మనిషి,Hebrew,Old Testament
H2878,טִּבחָה,"flesh",,మాంసము,Hebrew,Old Testament
H2879,טַּבָּחָה,"a female cook",,స్త్రీ వంటమనిషి,Hebrew,Old Testament
H2880,טִּבחַת,"Tibchath (tib-khath') n/l.",,అర్థం తెలియదు,Hebrew,Old Testament
H2881,טָּבַל,"tabal (taw-bal') v.",,ముంచు,Hebrew,Old Testament
H2882,טְּבַליָהוּ,"Tbalyahuw (teb-al-yaw'-hoo) n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2883,טָּבַע,"taba` (taw-bah') v.",,మునుగు,Hebrew,Old Testament
H2884,טַּבָּעוֹת,"Tabba`owth (tab-baw-othe') n/p.",,అర్థం తెలియదు,Hebrew,Old Testament
H2885,טַּבַּעַת,"(properly) a seal (as sunk into the wax)",,సూర్యుడు,Hebrew,Old Testament
H2886,טַּברִמּוֹן,"Tabrimmown (tab-rim-mone') n/p.",,ఒకటి,Hebrew,Old Testament
H2887,טֵּבֶת,"Tebeth (tay'-beth) n/t.",,తేబెతు,Hebrew,Old Testament
H2888,טַּבַּת,"Tabbath (tab-bath') n/l.",,తబ్బాతు,Hebrew,Old Testament
H2889,טָּהוֹר טָּהוֹר,"tahowr (taw-hore') (or tahor taw-hore') adj.",,పవిత్రమైన,Hebrew,Old Testament
H2890,טְּהוֹר,"purity",,పరిశుద్ధత,Hebrew,Old Testament
H2891,טָּהֵר,"taher (taw-hare') v.",,శుద్ధి చేయి,Hebrew,Old Testament
H2892,טּוֹהַר,"literally brightness",,శుద్ధి,Hebrew,Old Testament
H2893,טָּהֳרָה,"ceremonial purification",,ఆచారపరమైన శుద్దీకరణ,Hebrew,Old Testament
H2894,טּוּא,"tuw' (too) v.",,తిరుగు,Hebrew,Old Testament
H2895,טּוֹב,"towb (tobe) v.",,మంచి,Hebrew,Old Testament
H2896,טּוֹב,"towb (tobe) adj.",టోబ్,మంచి,Hebrew,Old Testament
H2897,טּוֹב,"Towb (tobe) n/l.",,తోబు,Hebrew,Old Testament
H2898,טּוּב,"(as a noun) good",,మంచి,Hebrew,Old Testament
H2899,טּוֹב אֲדוֹנִיָהוּ,"Towb Adoniyahuw (tobe ado-nee-yah'-hoo) n/p.",,తోబు అదోనీయాహు,Hebrew,Old Testament
H2900,טּוֹבִיָה טּוֹבִיָהוּ,"Towbiyah (to-bee-yaw') (or Towbiyahuw to-bee-yaw'-hoo) n/p.",,తోబీయా,Hebrew,Old Testament
H2901,טָּוָה,"tavah (taw-vaw') v.",,గుర్తు పెట్టుకొను,Hebrew,Old Testament
H2902,טּוַּח,"tuwach (too'-akh) v.",,చల్లు,Hebrew,Old Testament
H2903,טּוֹפָפָה,"a fillet for the forehead",,తల,Hebrew,Old Testament
H2904,טּוּל,"tuwl (tool) v.",,విసురు,Hebrew,Old Testament
H2905,טּוּר,"a row",,వరుస,Hebrew,Old Testament
